"problem_id","topic","subtopic","grade_level","difficulty_level","source","problem_length_words","num_sentences","num_entities","equation_count","equation_complexity_score","total_attempts","avg_solving_time_seconds","success_rate","avg_attempts_to_solve","verified_by_human","last_updated"
"PROB_196","Trigonometry","Identities","12","2","User-Generated","90","4","6","2","5","15","277","0.7417740695616044","1.8","1","2024-10-10 00:00:00"
"PROB_197","Algebra","Logarithms","10","1","Synthetic","209","4","2","3","2","49","241","0.7639195479888872","1.0","1","2024-09-12 00:00:00"
"PROB_198","Algebra","Exponents","8","1","User-Generated","266","5","6","3","2","36","318","0.938466645303577","1.0","0","2024-10-11 00:00:00"
"PROB_199","Ratios","Direct Variation","10","2","NCERT","118","3","4","3","4","6","358","0.6303188354280458","1.9","0","2024-08-29 00:00:00"
"PROB_200","Probability","Basic Probability","12","3","Synthetic","232","7","3","3","5","50","396","0.6281199214560028","1.9","1","2024-09-18 00:00:00"
"PROB_201","Statistics","Mean Median Mode","10","4","User-Generated","203","3","6","3","8","50","418","0.6034017690161874","1.6","1","2024-08-10 00:00:00"
"PROB_202","Arithmetic","Averages","6","3","Synthetic","154","4","7","2","5","18","391","0.5827214880810762","1.8","0","2024-10-16 00:00:00"
"PROB_203","Probability","Expected Value","8","2","User-Generated","106","5","10","2","4","50","263","0.7129900303958678","1.5","1","2024-09-20 00:00:00"
"PROB_204","Probability","Combinations","8","2","User-Generated","121","2","5","3","4","37","333","","1.3","1","2024-09-05 00:00:00"
"PROB_205","Geometry","Similarity","12","5","User-Generated","175","6","2","4","10","13","420","0.3977056687490065","2.2","0","2024-10-10 00:00:00"
"PROB_206","Trigonometry","Equations","9","3","Synthetic","112","3","3","3","4","39","375","","2.1","0","2024-08-16 00:00:00"
"PROB_207","Probability","Probability Distributions","7","3","User-Generated","169","4","4","3","3","5","335","0.5927359389806849","1.8","1","2024-10-09 00:00:00"
"PROB_208","Geometry","Triangles","12","1","User-Generated","173","8","5","4","3","6","262","0.8025998484958462","1.4","1","2024-10-13 00:00:00"
"PROB_209","Algebra","Quadratic Equations","8","3","User-Generated","169","5","2","1","5","14","399","","2.4","1","2024-08-16 00:00:00"
"PROB_210","Geometry","Triangles","7","5","NCERT","111","7","5","2","10","40","420","0.3766275606903161","2.4","0","2024-10-25 00:00:00"
"PROB_211","Number Theory","Modular Arithmetic","9","1","User-Generated","161","5","7","3","2","32","222","0.7731897009081374","1.6","1","2024-10-23 00:00:00"
"PROB_212","Mensuration","Volume","10","2","NCERT","276","6","4","1","4","32","363","0.7747006563449115","1.3","0","2024-09-11 00:00:00"
"PROB_213","Algebra","Quadratic Equations","8","5","User-Generated","133","7","6","4","10","10","420","0.5221197226514186","2.4","1","2024-09-24 00:00:00"
"PROB_214","Geometry","Coordinate Geometry","9","1","User-Generated","125","8","5","3","3","17","240","0.8231804734505579","1.1","0","2024-10-15 00:00:00"
"PROB_215","Ratios","Direct Variation","8","5","NCERT","230","5","5","4","7","31","420","0.42283970868240905","1.9","1","2024-09-19 00:00:00"
"PROB_216","Trigonometry","Identities","12","3","NCERT","297","4","6","1","7","31","420","","1.8","1","2024-10-14 00:00:00"
"PROB_217","Mensuration","Curved Surface Area","8","3","Synthetic","222","4","3","3","6","50","353","0.6652794998216488","1.7","1","2024-09-28 00:00:00"
"PROB_218","Ratios","Continued Proportions","11","5","Synthetic","148","8","4","1","10","50","420","0.41740319141667187","2.3","0","2024-08-28 00:00:00"
"PROB_219","Mensuration","Perimeter","7","4","Synthetic","93","3","5","1","9","16","420","0.47063651513782934","1.9","1","2024-09-27 00:00:00"
"PROB_220","Trigonometry","Equations","7","4","NCERT","191","5","10","2","10","34","420","0.7404915120705359","1.6","1","2024-08-09 00:00:00"
"PROB_221","Arithmetic","Simple Interest","8","4","User-Generated","183","4","4","2","10","8","420","0.5175199468873206","1.5","0","2024-09-27 00:00:00"
"PROB_222","Geometry","Solid Geometry","6","2","User-Generated","254","6","5","3","3","50","286","0.7253224533432077","1.3","1","2024-09-20 00:00:00"
"PROB_223","Geometry","Congruence","8","1","NCERT","50","8","4","2","2","23","161","0.7540219787927829","1.6","1","2024-09-26 00:00:00"
"PROB_224","Arithmetic","Compound Interest","9","2","User-Generated","209","6","3","1","3","11","370","0.7267410224156415","1.4","1","2024-09-18 00:00:00"
"PROB_225","Algebra","Quadratic Equations","8","4","Synthetic","116","4","5","1","7","11","420","0.5345035696156031","2.0","1","2024-08-05 00:00:00"
"PROB_226","Algebra","Logarithms","11","3","NCERT","217","8","4","2","6","27","372","0.6621639464818384","2.1","1","2024-08-15 00:00:00"
"PROB_227","Geometry","Circles","8","3","Synthetic","276","3","2","1","9","13","420","0.7591174298928691","1.4","0","2024-09-30 00:00:00"
"PROB_228","Arithmetic","Percentages","11","2","User-Generated","147","4","2","4","2","15","342","","1.0","0","2024-08-21 00:00:00"
"PROB_229","Arithmetic","Percentages","6","3","Synthetic","251","5","6","3","6","32","420","0.5185487787939019","2.2","1","2024-10-02 00:00:00"
"PROB_230","Probability","Basic Probability","9","3","NCERT","226","4","5","2","3","17","389","0.6744451507485641","1.4","1","2024-08-17 00:00:00"
"PROB_231","Ratios","Direct Variation","8","2","NCERT","83","3","3","3","3","31","163","0.8666144960284963","1.2","1","2024-09-21 00:00:00"
"PROB_232","Ratios","Direct Variation","9","3","User-Generated","276","8","6","1","5","50","415","0.6608165664850928","1.9","1","2024-08-21 00:00:00"
"PROB_233","Mensuration","Surface Area","10","2","NCERT","102","8","5","3","3","47","319","0.57953296021153","1.9","1","2024-09-30 00:00:00"
"PROB_234","Number Theory","Modular Arithmetic","12","5","User-Generated","172","5","6","2","8","14","420","","2.2","1","2024-09-02 00:00:00"
"PROB_235","Geometry","Congruence","8","1","Synthetic","165","5","6","1","3","13","243","0.8515364774402953","1.0","1","2024-10-05 00:00:00"
"PROB_236","Algebra","Factorization","11","2","User-Generated","222","5","2","4","3","50","354","0.6261701231181531","1.8","0","2024-10-19 00:00:00"
"PROB_237","Geometry","Similarity","9","5","User-Generated","136","5","8","1","9","19","420","0.39654855613377865","2.2","1","2024-08-31 00:00:00"
"PROB_238","Mensuration","Area","9","4","NCERT","145","2","4","2","10","16","420","","1.4","0","2024-08-18 00:00:00"
"PROB_239","Geometry","Quadrilaterals","12","3","NCERT","201","8","7","1","5","13","400","0.637687581842025","2.1","1","2024-10-01 00:00:00"
"PROB_240","Algebra","Exponents","12","2","Synthetic","140","5","6","1","4","22","363","0.8417345840093892","1.1","0","2024-09-25 00:00:00"
"PROB_241","Probability","Basic Probability","10","4","User-Generated","60","5","6","4","7","16","420","0.5536805109389074","2.1","1","2024-10-30 00:00:00"
"PROB_242","Arithmetic","Averages","7","4","Synthetic","50","4","6","1","6","28","394","0.686882304735263","1.7","0","2024-08-15 00:00:00"
"PROB_243","Geometry","Solid Geometry","7","2","Synthetic","159","3","8","1","3","32","306","0.7614944356014185","1.6","1","2024-09-01 00:00:00"
"PROB_244","Geometry","Congruence","12","5","Synthetic","152","6","4","1","8","41","420","0.4559754293274609","2.3","0","2024-09-15 00:00:00"
"PROB_245","Geometry","Solid Geometry","12","4","User-Generated","89","5","4","3","7","50","336","0.5706026522503188","1.9","1","2024-08-06 00:00:00"
"PROB_246","Trigonometry","Equations","8","3","User-Generated","149","5","3","1","7","15","387","","1.9","1","2024-10-06 00:00:00"
"PROB_247","Geometry","Congruence","6","3","User-Generated","156","7","7","2","4","7","374","0.45517501345736894","2.2","1","2024-09-09 00:00:00"
"PROB_248","Algebra","Polynomials","12","3","User-Generated","127","4","4","3","5","34","286","0.765552975604407","1.6","0","2024-09-08 00:00:00"
"PROB_249","Algebra","Factorization","6","3","User-Generated","98","5","4","2","6","11","388","0.6277539462361349","1.5","0","2024-08-27 00:00:00"
"PROB_250","Geometry","Solid Geometry","8","2","NCERT","128","5","5","4","4","12","219","0.7219377435518757","1.3","1","2024-10-21 00:00:00"
"PROB_251","Mensuration","Perimeter","10","2","Synthetic","75","4","3","1","3","17","170","0.6872099002913898","2.0","1","2024-09-03 00:00:00"
"PROB_252","Statistics","Mean Median Mode","11","4","NCERT","113","8","5","4","6","24","420","0.6059175040332098","2.0","0","2024-08-16 00:00:00"
"PROB_253","Ratios","Ratio and Proportion","10","2","Synthetic","252","4","3","4","2","50","321","0.6802794110673589","1.7","1","2024-08-30 00:00:00"
"PROB_254","Probability","Probability Distributions","10","3","NCERT","300","8","4","1","7","9","420","0.6998469878311276","1.8","1","2024-10-24 00:00:00"
"PROB_255","Mensuration","Volume","10","3","User-Generated","248","5","8","4","6","50","393","0.6049214815526847","1.8","1","2024-08-30 00:00:00"
"PROB_256","Number Theory","Prime Numbers","7","4","NCERT","114","4","7","1","9","50","388","0.5022370767659197","1.8","1","2024-09-11 00:00:00"
"PROB_257","Arithmetic","Percentages","6","1","NCERT","190","7","8","4","2","28","296","0.7773643429181907","1.4","0","2024-09-03 00:00:00"
"PROB_258","Geometry","Congruence","11","1","Synthetic","207","8","2","4","2","16","260","","2.4","1","2024-08-04 00:00:00"
"PROB_259","Algebra","Polynomials","10","1","User-Generated","218","4","8","2","2","45","252","","2.4","1","2024-08-18 00:00:00"
"PROB_260","Mensuration","Area","7","3","NCERT","114","5","5","3","7","14","418","0.6043052820732651","1.2","1","2024-10-08 00:00:00"
"PROB_261","Mensuration","Curved Surface Area","8","2","User-Generated","245","8","5","3","5","11","354","0.8941451156032609","1.0","1","2024-10-02 00:00:00"
"PROB_262","Arithmetic","Profit and Loss","8","5","Synthetic","50","8","4","3","10","50","400","","1.7","1","2024-09-12 00:00:00"
"PROB_263","Trigonometry","Identities","6","5","NCERT","86","7","2","2","10","19","420","0.4895630687524666","2.2","0","2024-09-11 00:00:00"
"PROB_264","Geometry","Circles","9","3","User-Generated","66","5","6","4","3","43","293","","1.5","1","2024-08-07 00:00:00"
"PROB_265","Algebra","Quadratic Equations","11","4","User-Generated","274","7","4","1","6","7","420","0.4774767147954053","2.3","1","2024-09-30 00:00:00"
"PROB_266","Algebra","Factorization","9","3","User-Generated","50","4","7","4","5","5","325","","1.7","1","2024-10-28 00:00:00"
"PROB_267","Algebra","Exponents","10","3","Synthetic","157","2","4","4","5","14","291","0.634265648137056","1.9","1","2024-10-03 00:00:00"
"PROB_268","Geometry","Circles","8","2","NCERT","86","4","7","1","3","30","338","0.8052504455805407","1.2","1","2024-10-02 00:00:00"
"PROB_269","Geometry","Coordinate Geometry","10","2","NCERT","231","3","8","3","2","20","336","0.7141906275130078","1.5","0","2024-08-11 00:00:00"
"PROB_270","Algebra","Linear Equations","12","4","Synthetic","56","5","4","2","5","18","420","0.6218687654677589","2.0","1","2024-08-15 00:00:00"
"PROB_271","Arithmetic","Profit and Loss","12","5","User-Generated","217","6","4","3","10","12","420","0.505965880228151","2.0","1","2024-08-04 00:00:00"
"PROB_272","Ratios","Continued Proportions","9","2","Synthetic","203","5","5","1","3","42","345","0.7787719326305693","1.5","1","2024-10-28 00:00:00"
"PROB_273","Geometry","Angles","10","4","User-Generated","155","3","4","3","9","35","420","","2.0","1","2024-10-14 00:00:00"
"PROB_274","Algebra","Inequalities","9","3","User-Generated","138","6","4","1","5","9","335","0.6130986359601355","1.8","1","2024-09-03 00:00:00"
"PROB_275","Algebra","Factorization","10","1","NCERT","217","6","10","3","2","45","282","0.8101018959940941","1.2","1","2024-10-08 00:00:00"
"PROB_276","Probability","Probability Distributions","7","3","User-Generated","155","7","4","3","3","44","398","0.6293563587511071","1.8","0","2024-09-07 00:00:00"
"PROB_277","Arithmetic","Speed Distance Time","9","5","NCERT","183","5","6","2","10","44","420","0.5055705510464696","2.0","1","2024-09-27 00:00:00"
"PROB_278","Algebra","Factorization","7","4","Synthetic","270","3","3","1","9","18","352","0.6456362169402384","1.7","1","2024-08-07 00:00:00"
"PROB_279","Probability","Expected Value","6","1","NCERT","145","2","7","1","2","17","213","0.7846309758020552","1.3","1","2024-08-04 00:00:00"
"PROB_280","Trigonometry","Equations","9","1","User-Generated","300","4","3","2","2","11","342","0.6217645197120277","2.0","1","2024-08-08 00:00:00"
"PROB_281","Algebra","Polynomials","9","4","User-Generated","153","5","4","3","8","41","420","0.4009348481356805","2.4","0","2024-08-25 00:00:00"
"PROB_282","Arithmetic","Time and Work","12","3","User-Generated","76","2","6","1","5","42","408","","1.9","1","2024-10-07 00:00:00"
"PROB_283","Algebra","Logarithms","7","2","NCERT","152","5","3","2","3","9","334","0.8948262072578157","1.3","1","2024-08-06 00:00:00"
"PROB_284","Mensuration","Volume","10","5","Synthetic","147","7","6","1","10","33","420","0.5703777034710761","1.9","1","2024-09-18 00:00:00"
"PROB_285","Geometry","Circles","12","5","User-Generated","152","4","7","2","10","50","420","","1.9","0","2024-08-13 00:00:00"
"PROB_286","Geometry","Triangles","10","4","User-Generated","96","7","4","2","6","25","415","0.6667723863668408","1.9","1","2024-08-25 00:00:00"
"PROB_287","Algebra","Logarithms","11","3","NCERT","164","7","5","4","5","14","341","0.5483881005916648","1.9","1","2024-10-12 00:00:00"
"PROB_288","Geometry","Circles","8","4","NCERT","135","2","6","3","7","50","419","0.5023225355785415","2.0","1","2024-10-03 00:00:00"
"PROB_289","Algebra","Quadratic Equations","9","3","User-Generated","163","6","4","2","7","5","390","0.5280682474363187","2.1","1","2024-10-14 00:00:00"
"PROB_290","Probability","Permutations","8","5","User-Generated","211","7","8","3","10","50","420","","2.3","0","2024-08-16 00:00:00"
"PROB_291","Arithmetic","Compound Interest","10","1","NCERT","169","2","4","3","2","27","238","0.8293593171041913","1.3","0","2024-10-21 00:00:00"
"PROB_292","Algebra","Inequalities","8","1","User-Generated","85","4","10","1","3","37","286","0.95","1.3","0","2024-10-22 00:00:00"
"PROB_293","Algebra","Polynomials","10","2","User-Generated","182","2","4","2","3","7","268","0.7859861770981208","1.3","1","2024-10-08 00:00:00"
"PROB_294","Probability","Expected Value","10","1","Synthetic","205","3","2","3","4","15","301","0.8236481991870157","1.2","1","2024-09-11 00:00:00"
"PROB_295","Geometry","Circles","7","3","User-Generated","164","6","6","3","5","23","392","0.5755584934417306","1.6","1","2024-09-27 00:00:00"
"PROB_296","Geometry","Coordinate Geometry","9","2","User-Generated","226","5","5","3","4","15","365","","1.1","1","2024-10-28 00:00:00"
"PROB_297","Statistics","Variance","10","3","NCERT","53","4","2","4","8","31","286","","2.0","1","2024-08-19 00:00:00"
"PROB_298","Arithmetic","Time and Work","7","4","Synthetic","154","7","3","1","7","27","420","0.4970481827050562","2.0","1","2024-08-18 00:00:00"
"PROB_299","Probability","Conditional Probability","12","4","Synthetic","274","8","6","2","10","27","420","","2.5","1","2024-10-27 00:00:00"
"PROB_300","Mensuration","Surface Area","10","3","NCERT","154","8","3","2","7","30","400","0.7345743303691546","1.6","1","2024-09-10 00:00:00"
"PROB_301","Arithmetic","Time and Work","10","3","User-Generated","57","2","4","3","7","30","408","0.6292012859797836","1.7","1","2024-09-19 00:00:00"
"PROB_302","Mensuration","Curved Surface Area","9","3","User-Generated","209","6","4","2","8","8","420","0.6073359200267309","1.8","1","2024-10-10 00:00:00"
"PROB_303","Mensuration","Curved Surface Area","11","1","User-Generated","155","5","2","1","2","26","275","0.9251006114001987","1.4","1","2024-10-12 00:00:00"
"PROB_304","Number Theory","Prime Numbers","8","3","NCERT","257","5","7","3","3","12","366","","2.3","0","2024-09-26 00:00:00"
"PROB_305","Algebra","Inequalities","10","4","User-Generated","130","8","2","2","8","19","420","0.5590100347706056","1.8","0","2024-08-29 00:00:00"
"PROB_306","Probability","Probability Distributions","9","2","User-Generated","98","3","6","4","6","33","331","0.792445601997002","1.1","1","2024-09-15 00:00:00"
"PROB_307","Arithmetic","Profit and Loss","10","3","NCERT","170","6","4","4","6","16","373","0.6722042010794825","1.5","0","2024-10-05 00:00:00"
"PROB_308","Ratios","Direct Variation","10","3","User-Generated","109","2","2","2","5","25","408","0.6445793148522707","2.0","0","2024-09-01 00:00:00"
"PROB_309","Number Theory","Divisibility","10","3","Synthetic","300","6","4","4","4","7","420","0.8440954251746453","1.5","1","2024-09-22 00:00:00"
