interaction_id,user_id,problem_id,session_id,timestamp,time_of_day,day_of_week,days_since_last_session,grade_level,study_hours_per_week,previous_math_score,tutoring_received,learning_style,device_type,topic,difficulty_level,problem_length_words,equation_count,attempt_number,hint_used,response_time_seconds,user_accuracy,confidence_rating,solver_success,user_feedback_rating
INT_0153,USR_049,PROB_183,SES_0368,2024-10-01 17:50:31,evening,Tuesday,-2,10,13,71,no,auditory,mobile,Ratios,2,202,1,4,no,270,0,5,1,5
INT_0154,USR_021,PROB_026,SES_0254,2024-10-24 07:17:34,morning,Thursday,-76,12,8,79,no,auditory,mobile,Arithmetic,4,201,2,3,yes,296,1,5,1,3
INT_0155,USR_025,PROB_127,SES_0556,2024-09-09 05:31:02,morning,Monday,-67,6,8,58,yes,reading/writing,mobile,Ratios,3,284,2,4,yes,330,0,4,1,
INT_0156,USR_019,PROB_151,SES_0722,2024-08-19 03:54:33,night,Monday,3,6,10,80,no,kinesthetic,tablet,Ratios,2,84,4,3,no,268,1,4,1,5
INT_0157,USR_079,PROB_092,SES_0229,2024-10-25 18:52:11,evening,Friday,6,8,9,46,yes,visual,desktop,Number Theory,3,150,3,3,no,354,0,2,1,3
INT_0158,USR_014,PROB_128,SES_0145,2024-09-12 23:04:15,night,Thursday,-2,8,7,41,no,kinesthetic,tablet,Algebra,4,117,1,3,yes,320,1,5,0,2
INT_0159,USR_022,PROB_106,SES_0505,2024-09-18 11:34:24,morning,Wednesday,-65,12,12,58,yes,visual,mobile,Mensuration,3,55,2,5,yes,215,0,2,1,4
INT_0160,USR_012,PROB_087,SES_0609,2024-10-18 15:45:01,afternoon,Friday,20,11,7,85,yes,visual,tablet,Arithmetic,3,299,1,3,no,345,1,3,1,2
INT_0161,USR_074,PROB_141,SES_0861,2024-10-02 04:03:23,night,Wednesday,-90,9,6,67,no,reading/writing,mobile,Geometry,3,56,1,3,no,280,0,1,1,4
INT_0162,USR_034,PROB_024,SES_0658,2024-10-09 12:11:23,afternoon,Wednesday,7,8,7,87,yes,reading/writing,tablet,Mensuration,2,107,3,2,yes,347,1,2,1,4
INT_0163,USR_097,PROB_151,SES_0233,2024-10-10 01:53:24,night,Thursday,43,9,13,90,no,auditory,tablet,Mensuration,1,70,2,4,yes,92,1,4,1,3
INT_0164,USR_097,PROB_115,SES_0178,2024-08-22 06:51:12,morning,Thursday,-58,6,11,40,no,reading/writing,mobile,Probability,4,263,2,1,no,484,1,2,1,5
INT_0165,USR_067,PROB_118,SES_0940,2024-08-02 22:39:37,night,Friday,43,12,11,44,no,auditory,desktop,Number Theory,3,199,3,5,no,367,1,2,1,4
INT_0166,USR_053,PROB_068,SES_0393,2024-10-23 15:36:38,afternoon,Wednesday,31,6,7,65,no,reading/writing,mobile,Trigonometry,2,277,3,3,yes,218,1,3,1,5
INT_0167,USR_040,PROB_072,SES_0864,2024-10-02 22:43:06,night,Wednesday,-32,7,9,86,no,kinesthetic,tablet,Trigonometry,3,204,2,1,yes,248,1,5,1,5
INT_0168,USR_066,PROB_041,SES_0068,2024-09-09 22:32:25,night,Monday,-56,12,13,33,yes,auditory,mobile,Arithmetic,4,58,2,4,no,276,0,4,1,2
INT_0169,USR_004,PROB_062,SES_0382,2024-10-02 19:28:11,evening,Wednesday,31,10,13,74,yes,kinesthetic,desktop,Geometry,2,122,1,1,no,199,1,3,1,4
INT_0170,USR_084,PROB_105,SES_0526,2024-08-03 21:00:30,night,Saturday,-57,11,7,31,yes,kinesthetic,desktop,Mensuration,3,158,3,4,no,240,0,2,1,3
INT_0171,USR_001,PROB_131,SES_0679,2024-09-17 17:41:38,evening,Tuesday,65,8,9,43,no,kinesthetic,tablet,Ratios,2,270,1,3,no,316,1,3,1,2
INT_0172,USR_077,PROB_104,SES_0677,2024-09-10 21:08:46,night,Tuesday,-84,11,12,67,yes,reading/writing,tablet,Trigonometry,3,238,1,3,no,278,0,3,0,3
INT_0173,USR_086,PROB_092,SES_0520,2024-09-08 05:53:42,morning,Sunday,52,7,9,42,no,kinesthetic,desktop,Statistics,2,245,4,5,no,302,1,3,1,4
INT_0174,USR_043,PROB_096,SES_0267,2024-10-14 09:29:54,morning,Monday,-60,9,5,39,no,auditory,desktop,Geometry,1,272,3,2,no,142,1,3,1,5
INT_0175,USR_059,PROB_037,SES_0324,2024-10-31 05:49:05,morning,Thursday,34,8,15,52,yes,visual,mobile,Calculus,2,120,1,3,no,205,0,3,1,3
INT_0176,USR_055,PROB_104,SES_0440,2024-10-01 12:00:02,afternoon,Tuesday,46,7,10,31,no,auditory,mobile,Algebra,3,210,3,1,no,454,0,1,1,1
INT_0177,USR_006,PROB_077,SES_0972,2024-09-07 14:46:33,afternoon,Saturday,62,10,10,85,no,auditory,tablet,Calculus,4,141,3,1,no,314,1,1,0,1
INT_0178,USR_003,PROB_151,SES_0517,2024-08-22 03:23:45,night,Thursday,76,12,5,78,no,kinesthetic,desktop,Number Theory,2,62,2,1,yes,133,1,1,0,1
INT_0179,USR_033,PROB_122,SES_0719,2024-08-20 06:44:43,morning,Tuesday,71,6,9,83,no,kinesthetic,desktop,Number Theory,2,229,1,4,yes,250,1,2,0,1
INT_0180,USR_026,PROB_200,SES_0270,2024-10-06 06:22:45,morning,Sunday,14,8,7,35,no,auditory,desktop,Calculus,3,134,1,1,yes,208,0,3,1,4
INT_0181,USR_010,PROB_186,SES_0741,2024-08-13 08:41:14,morning,Tuesday,26,8,9,89,yes,auditory,mobile,Mensuration,3,142,3,1,no,410,0,3,0,3
INT_0182,USR_022,PROB_085,SES_0367,2024-09-26 19:17:56,evening,Thursday,-67,8,10,53,yes,reading/writing,tablet,Mensuration,2,263,2,4,no,326,1,5,0,1
INT_0183,USR_021,PROB_027,SES_0427,2024-10-15 15:51:36,afternoon,Tuesday,83,9,7,78,no,visual,desktop,Probability,3,173,4,1,no,260,0,2,0,3
INT_0184,USR_099,PROB_191,SES_0591,2024-10-12 07:42:55,morning,Saturday,-4,10,13,42,no,auditory,tablet,Ratios,3,219,3,2,no,320,1,5,0,1
INT_0185,USR_061,PROB_127,SES_0891,2024-08-22 02:48:31,night,Thursday,-8,7,10,65,yes,auditory,desktop,Trigonometry,3,153,3,1,no,220,1,2,1,5
INT_0186,USR_096,PROB_168,SES_0019,2024-08-14 12:26:02,afternoon,Wednesday,52,10,5,41,no,kinesthetic,desktop,Statistics,3,102,3,2,yes,299,1,5,1,5
INT_0187,USR_077,PROB_122,SES_0734,2024-10-24 11:45:28,morning,Thursday,-61,6,15,58,yes,kinesthetic,desktop,Mensuration,4,190,2,3,yes,457,0,1,1,2
INT_0188,USR_079,PROB_051,SES_0193,2024-08-16 12:13:29,afternoon,Friday,-42,11,10,43,no,visual,desktop,Number Theory,5,81,3,2,no,269,1,2,1,2
INT_0189,USR_056,PROB_150,SES_0495,2024-10-05 05:44:37,morning,Saturday,-46,11,7,43,no,kinesthetic,desktop,Trigonometry,4,157,4,4,no,357,0,5,1,2
INT_0190,USR_053,PROB_155,SES_0717,2024-10-05 09:53:44,morning,Saturday,50,12,10,57,yes,kinesthetic,desktop,Ratios,5,285,3,5,no,342,1,4,1,3
INT_0191,USR_046,PROB_144,SES_0492,2024-10-14 18:42:45,evening,Monday,16,11,13,66,no,reading/writing,mobile,Statistics,1,77,1,1,no,121,0,3,0,1
INT_0192,USR_008,PROB_177,SES_0804,2024-09-07 06:48:34,morning,Saturday,-82,8,12,43,no,auditory,desktop,Statistics,1,149,1,3,no,155,0,3,1,5
INT_0193,USR_088,PROB_081,SES_0990,2024-10-10 01:00:47,night,Thursday,-26,7,14,86,no,kinesthetic,desktop,Statistics,2,239,2,3,no,292,0,1,1,2
INT_0194,USR_066,PROB_031,SES_0387,2024-08-06 13:17:35,afternoon,Tuesday,-23,7,7,62,yes,reading/writing,desktop,Probability,3,60,1,1,yes,375,1,4,1,5
INT_0195,USR_046,PROB_019,SES_0803,2024-10-30 10:33:14,morning,Wednesday,-43,10,6,94,yes,reading/writing,mobile,Ratios,4,106,3,3,yes,258,0,5,1,3
INT_0196,USR_097,PROB_167,SES_0010,2024-08-15 21:22:28,night,Thursday,-29,11,14,61,no,kinesthetic,tablet,Geometry,1,148,1,3,yes,211,1,5,1,4
INT_0197,USR_038,PROB_167,SES_0198,2024-09-11 16:05:06,afternoon,Wednesday,-48,12,13,30,no,auditory,desktop,Arithmetic,1,271,3,4,yes,380,1,5,1,5
INT_0198,USR_010,PROB_192,SES_0703,2024-08-20 00:29:45,night,Tuesday,-6,6,6,39,yes,kinesthetic,desktop,Geometry,4,197,3,4,no,308,0,2,0,1
INT_0199,USR_001,PROB_165,SES_0738,2024-10-19 02:48:47,night,Saturday,59,6,6,75,no,visual,tablet,Mensuration,1,205,1,3,no,298,1,4,1,3
INT_0200,USR_051,PROB_140,SES_0303,2024-10-21 04:19:43,night,Monday,75,8,5,48,yes,visual,desktop,Number Theory,2,150,2,5,yes,322,1,5,1,5
INT_0201,USR_066,PROB_037,SES_0165,2024-08-24 07:39:53,morning,Saturday,-26,7,6,53,no,visual,desktop,Calculus,1,215,2,1,yes,178,0,3,1,2
INT_0202,USR_084,PROB_061,SES_0103,2024-09-06 19:04:57,evening,Friday,-41,8,12,87,yes,kinesthetic,desktop,Number Theory,3,89,2,2,yes,258,1,1,1,5
INT_0203,USR_056,PROB_071,SES_0861,2024-09-16 04:43:46,night,Monday,-6,9,12,87,no,kinesthetic,tablet,Statistics,2,77,1,3,no,235,1,2,1,5
INT_0204,USR_010,PROB_187,SES_0078,2024-08-03 16:40:01,afternoon,Saturday,58,10,11,57,no,kinesthetic,desktop,Statistics,1,170,3,1,yes,186,1,4,1,4
INT_0205,USR_012,PROB_102,SES_0373,2024-10-04 00:42:15,night,Friday,67,11,7,95,yes,auditory,mobile,Number Theory,3,292,2,4,yes,410,1,5,0,1
INT_0206,USR_034,PROB_095,SES_0240,2024-08-06 21:13:33,night,Tuesday,2,9,12,88,no,visual,desktop,Ratios,3,76,3,2,no,164,1,3,1,5
INT_0207,USR_047,PROB_151,SES_0670,2024-08-10 16:16:24,afternoon,Saturday,-33,10,11,75,no,kinesthetic,tablet,Calculus,1,277,2,2,yes,343,0,1,1,2
INT_0208,USR_047,PROB_155,SES_0735,2024-08-16 21:14:26,night,Friday,-6,11,6,91,no,reading/writing,mobile,Number Theory,3,91,2,2,yes,198,0,3,0,4
INT_0209,USR_019,PROB_015,SES_0171,2024-09-03 05:33:25,morning,Tuesday,63,10,15,32,no,kinesthetic,mobile,Arithmetic,4,164,2,2,no,353,0,2,0,3
INT_0210,USR_080,PROB_169,SES_0524,2024-09-03 05:46:43,morning,Tuesday,-3,9,14,38,yes,reading/writing,mobile,Geometry,4,54,1,4,no,292,0,1,0,2
INT_0211,USR_005,PROB_137,SES_0516,2024-08-16 02:30:42,night,Friday,-57,10,13,30,no,reading/writing,desktop,Trigonometry,5,144,3,3,no,583,1,4,1,5
INT_0212,USR_098,PROB_179,SES_0590,2024-08-13 13:08:16,afternoon,Tuesday,32,12,8,40,yes,reading/writing,tablet,Arithmetic,2,51,3,3,no,239,0,1,1,3
INT_0213,USR_047,PROB_028,SES_0159,2024-09-24 20:37:16,evening,Tuesday,-24,12,13,84,no,kinesthetic,desktop,Trigonometry,3,243,1,2,no,467,0,3,1,3
INT_0214,USR_100,PROB_181,SES_0408,2024-08-18 21:07:47,night,Sunday,-32,9,7,42,yes,reading/writing,tablet,Statistics,1,207,3,3,yes,257,1,1,0,4
INT_0215,USR_056,PROB_023,SES_0066,2024-09-03 07:23:05,morning,Tuesday,65,6,11,81,no,kinesthetic,desktop,Number Theory,4,64,4,4,no,137,0,1,1,2
INT_0216,USR_005,PROB_154,SES_0523,2024-10-06 22:14:39,night,Sunday,-47,11,5,76,yes,visual,mobile,Geometry,1,120,3,2,yes,65,1,4,1,
INT_0217,USR_012,PROB_141,SES_0292,2024-10-11 18:22:22,evening,Friday,-20,7,14,54,no,reading/writing,desktop,Algebra,2,116,1,2,no,264,1,3,0,1
INT_0218,USR_069,PROB_148,SES_0257,2024-10-28 14:24:36,afternoon,Monday,33,12,8,73,no,reading/writing,desktop,Calculus,4,279,2,1,yes,408,0,3,1,2
INT_0219,USR_041,PROB_106,SES_0979,2024-09-15 16:34:00,afternoon,Sunday,89,12,9,61,yes,reading/writing,desktop,Ratios,4,69,2,1,yes,172,0,3,0,4
INT_0220,USR_025,PROB_128,SES_0755,2024-08-26 07:47:15,morning,Monday,-23,7,8,55,no,kinesthetic,mobile,Geometry,1,80,4,3,no,147,1,5,1,
INT_0221,USR_062,PROB_096,SES_0636,2024-09-10 15:57:56,afternoon,Tuesday,57,12,9,92,yes,kinesthetic,tablet,Arithmetic,3,242,2,1,no,327,1,4,1,5
INT_0222,USR_023,PROB_118,SES_1000,2024-08-16 22:33:29,night,Friday,-10,11,5,31,no,reading/writing,desktop,Geometry,1,133,2,4,yes,171,1,3,1,3
INT_0223,USR_055,PROB_054,SES_0430,2024-10-29 11:23:54,morning,Tuesday,12,8,12,53,no,auditory,mobile,Mensuration,1,255,1,2,yes,285,0,5,0,1
INT_0224,USR_064,PROB_035,SES_0915,2024-10-20 16:34:46,afternoon,Sunday,-10,12,12,68,yes,visual,tablet,Geometry,3,226,1,1,yes,231,1,2,1,4
INT_0225,USR_072,PROB_066,SES_0353,2024-08-03 13:07:22,afternoon,Saturday,83,10,8,52,no,kinesthetic,tablet,Ratios,2,222,2,3,no,184,0,3,1,4
INT_0226,USR_082,PROB_087,SES_0432,2024-10-20 19:36:25,evening,Sunday,-72,6,7,73,yes,kinesthetic,desktop,Mensuration,2,231,1,3,yes,354,1,5,1,5
INT_0227,USR_053,PROB_043,SES_0189,2024-08-03 04:46:15,night,Saturday,79,8,6,56,yes,visual,mobile,Geometry,1,289,3,2,yes,292,1,5,0,1
INT_0228,USR_084,PROB_100,SES_0317,2024-08-30 07:47:18,morning,Friday,23,11,7,46,no,auditory,mobile,Algebra,2,219,2,4,no,205,1,5,1,3
INT_0229,USR_090,PROB_139,SES_0182,2024-10-15 19:29:40,evening,Tuesday,72,10,11,69,no,reading/writing,desktop,Arithmetic,2,256,1,1,no,198,0,1,1,2
INT_0230,USR_037,PROB_121,SES_0548,2024-08-02 22:59:31,night,Friday,32,8,5,85,no,auditory,mobile,Statistics,2,145,1,4,no,148,0,3,1,2
INT_0231,USR_011,PROB_109,SES_0641,2024-08-31 16:48:51,afternoon,Saturday,66,12,15,64,yes,kinesthetic,tablet,Arithmetic,5,268,1,1,yes,448,1,4,1,4
INT_0232,USR_020,PROB_013,SES_0993,2024-10-08 00:11:06,night,Tuesday,-18,8,7,86,no,auditory,mobile,Probability,2,53,2,1,yes,198,1,5,1,4
INT_0233,USR_097,PROB_038,SES_0058,2024-09-04 12:04:34,afternoon,Wednesday,30,7,8,62,no,visual,mobile,Arithmetic,2,148,3,2,no,218,0,2,1,5
INT_0234,USR_061,PROB_100,SES_0698,2024-09-09 10:10:40,morning,Monday,-80,11,13,45,yes,kinesthetic,mobile,Ratios,3,277,1,3,no,427,0,2,0,2
INT_0235,USR_051,PROB_063,SES_0010,2024-08-06 18:50:44,evening,Tuesday,31,11,14,49,no,visual,mobile,Probability,2,177,1,3,no,205,1,4,0,3
INT_0236,USR_014,PROB_033,SES_0500,2024-08-30 10:35:50,morning,Friday,75,12,10,86,no,visual,desktop,Trigonometry,2,141,3,1,yes,71,1,4,1,5
INT_0237,USR_070,PROB_090,SES_0332,2024-09-29 08:55:53,morning,Sunday,63,12,13,50,yes,auditory,tablet,Mensuration,1,259,1,2,yes,337,1,4,1,
INT_0238,USR_047,PROB_199,SES_0636,2024-08-31 10:46:04,morning,Saturday,78,10,11,54,no,reading/writing,desktop,Probability,4,206,1,2,yes,335,0,3,0,1
INT_0239,USR_005,PROB_052,SES_0110,2024-10-02 06:06:02,morning,Wednesday,56,11,11,92,no,kinesthetic,mobile,Ratios,3,106,2,1,no,287,0,2,1,
INT_0240,USR_082,PROB_016,SES_0370,2024-10-11 23:56:26,night,Friday,4,12,5,64,no,visual,tablet,Geometry,5,291,1,2,yes,600,0,2,0,2
INT_0241,USR_023,PROB_143,SES_0768,2024-10-11 13:47:06,afternoon,Friday,73,10,10,88,no,reading/writing,mobile,Probability,2,252,1,2,yes,204,0,5,1,3
INT_0242,USR_042,PROB_096,SES_0423,2024-10-21 13:52:46,afternoon,Monday,-8,10,8,57,no,kinesthetic,tablet,Calculus,1,164,4,1,yes,203,1,1,0,1
INT_0243,USR_029,PROB_055,SES_0877,2024-09-10 00:49:52,night,Tuesday,86,12,9,95,no,auditory,mobile,Algebra,2,167,2,1,yes,139,1,3,1,
INT_0244,USR_052,PROB_146,SES_0940,2024-08-28 23:04:46,night,Wednesday,-7,12,12,52,no,visual,desktop,Mensuration,2,59,3,2,yes,128,0,3,0,2
INT_0245,USR_016,PROB_198,SES_0233,2024-10-23 19:59:00,evening,Wednesday,72,12,15,78,yes,visual,tablet,Statistics,5,194,1,2,yes,514,0,3,0,2
INT_0246,USR_065,PROB_024,SES_0228,2024-09-25 09:50:25,morning,Wednesday,-53,7,10,40,no,visual,desktop,Trigonometry,2,117,1,2,no,315,0,1,1,4
INT_0247,USR_026,PROB_144,SES_0631,2024-10-07 07:15:04,morning,Monday,-22,12,11,71,no,visual,mobile,Trigonometry,3,158,2,1,yes,214,1,5,1,5
INT_0248,USR_057,PROB_160,SES_0150,2024-09-26 01:59:52,night,Thursday,-31,7,15,77,yes,visual,mobile,Algebra,4,112,4,5,no,367,1,1,1,4
INT_0249,USR_003,PROB_085,SES_0215,2024-10-08 06:13:34,morning,Tuesday,43,12,9,91,no,auditory,desktop,Algebra,1,146,2,3,yes,172,0,2,1,1
INT_0250,USR_084,PROB_003,SES_0069,2024-09-19 21:17:42,night,Thursday,78,8,6,32,yes,reading/writing,mobile,Trigonometry,1,180,4,1,yes,117,1,4,1,4
INT_0251,USR_092,PROB_006,SES_0041,2024-09-01 16:19:21,afternoon,Sunday,35,9,7,32,yes,kinesthetic,tablet,Mensuration,4,110,4,5,yes,495,0,2,0,5
INT_0252,USR_072,PROB_072,SES_0231,2024-08-20 10:57:25,morning,Tuesday,78,7,6,78,no,auditory,tablet,Arithmetic,1,196,1,5,no,243,0,2,0,2
INT_0253,USR_026,PROB_036,SES_0317,2024-10-28 22:57:33,night,Monday,-56,9,7,50,yes,visual,mobile,Ratios,2,264,3,3,no,249,1,4,1,5
INT_0254,USR_082,PROB_190,SES_0281,2024-08-20 06:06:08,morning,Tuesday,-43,6,14,64,no,auditory,desktop,Arithmetic,2,109,3,2,no,158,1,4,1,4
INT_0255,USR_050,PROB_126,SES_0486,2024-08-18 05:12:14,morning,Sunday,-82,9,5,64,no,auditory,desktop,Arithmetic,3,243,1,1,no,248,0,3,1,4
INT_0256,USR_055,PROB_104,SES_0795,2024-08-06 19:47:52,evening,Tuesday,7,11,10,80,no,visual,desktop,Geometry,3,165,2,4,no,288,0,2,1,
INT_0257,USR_050,PROB_133,SES_0784,2024-10-20 01:12:18,night,Sunday,22,9,9,66,no,reading/writing,tablet,Number Theory,2,285,1,2,yes,220,1,4,1,5
INT_0258,USR_090,PROB_140,SES_0139,2024-09-20 13:20:28,afternoon,Friday,-84,7,12,55,no,visual,tablet,Ratios,2,227,2,3,yes,335,1,2,1,3
INT_0259,USR_091,PROB_099,SES_0745,2024-10-05 19:10:24,evening,Saturday,50,9,5,51,no,auditory,mobile,Probability,3,95,3,1,yes,181,1,5,1,5
INT_0260,USR_026,PROB_001,SES_0638,2024-09-02 00:29:31,night,Monday,37,10,5,93,yes,reading/writing,tablet,Trigonometry,3,163,1,3,yes,357,1,4,1,2
INT_0261,USR_019,PROB_015,SES_0669,2024-09-14 01:09:54,night,Saturday,-82,11,14,68,yes,visual,mobile,Geometry,1,156,4,1,yes,218,1,4,1,5
INT_0262,USR_096,PROB_149,SES_0369,2024-08-05 02:49:19,night,Monday,-8,8,11,38,no,visual,tablet,Calculus,2,84,1,4,yes,236,1,3,1,
INT_0263,USR_074,PROB_187,SES_0645,2024-10-07 02:30:46,night,Monday,86,10,9,84,no,kinesthetic,tablet,Statistics,2,197,4,2,yes,118,1,4,1,3
INT_0264,USR_079,PROB_060,SES_0726,2024-09-07 06:00:07,morning,Saturday,-84,9,15,45,no,auditory,desktop,Trigonometry,1,155,1,1,no,190,0,3,1,1
INT_0265,USR_039,PROB_130,SES_0564,2024-09-11 00:07:43,night,Wednesday,-5,8,11,33,no,auditory,tablet,Ratios,3,286,3,4,no,257,1,4,1,4
INT_0266,USR_043,PROB_119,SES_0803,2024-09-22 23:03:53,night,Sunday,43,8,14,70,no,visual,mobile,Number Theory,3,225,2,4,no,161,0,1,1,3
INT_0267,USR_069,PROB_043,SES_0585,2024-10-17 12:11:38,afternoon,Thursday,-61,12,9,70,no,kinesthetic,tablet,Geometry,2,177,3,2,no,158,1,4,1,2
INT_0268,USR_026,PROB_024,SES_0455,2024-10-04 00:51:30,night,Friday,38,7,8,73,no,kinesthetic,tablet,Probability,2,246,3,4,no,287,1,2,1,5
INT_0269,USR_067,PROB_030,SES_0005,2024-09-09 01:43:54,night,Monday,62,12,6,72,no,visual,mobile,Statistics,1,246,3,1,no,206,1,5,1,4
INT_0270,USR_041,PROB_198,SES_0452,2024-10-25 03:17:09,night,Friday,-50,8,6,31,no,visual,mobile,Statistics,4,139,2,1,no,272,1,4,0,4
INT_0271,USR_070,PROB_114,SES_0052,2024-08-17 00:30:57,night,Saturday,82,6,6,79,yes,reading/writing,tablet,Probability,4,230,2,2,no,247,1,4,1,5
INT_0272,USR_086,PROB_137,SES_0081,2024-09-29 18:08:05,evening,Sunday,88,9,6,88,yes,reading/writing,tablet,Arithmetic,3,292,1,4,no,509,1,4,1,5
INT_0273,USR_042,PROB_117,SES_0500,2024-08-04 02:30:07,night,Sunday,-1,9,12,51,yes,kinesthetic,desktop,Number Theory,1,82,2,2,no,114,0,3,0,2
INT_0274,USR_076,PROB_106,SES_0245,2024-10-19 07:35:10,morning,Saturday,33,9,6,73,yes,reading/writing,tablet,Number Theory,3,251,2,3,yes,315,1,5,1,3
INT_0275,USR_077,PROB_119,SES_0334,2024-10-11 03:52:28,night,Friday,-45,8,11,38,no,reading/writing,tablet,Calculus,3,215,3,1,no,259,1,5,1,
INT_0276,USR_019,PROB_170,SES_0153,2024-09-27 17:18:24,evening,Friday,67,10,12,55,yes,kinesthetic,tablet,Number Theory,3,253,4,1,no,320,1,5,1,
INT_0277,USR_002,PROB_157,SES_0523,2024-09-21 04:54:18,night,Saturday,-75,8,13,36,yes,kinesthetic,mobile,Mensuration,4,271,1,2,no,425,1,5,1,4
INT_0278,USR_023,PROB_122,SES_0143,2024-08-25 17:24:53,evening,Sunday,2,12,11,49,yes,auditory,mobile,Algebra,3,68,2,1,no,213,1,5,0,3
INT_0279,USR_059,PROB_179,SES_0619,2024-09-24 19:11:29,evening,Tuesday,40,9,13,87,no,auditory,mobile,Trigonometry,2,204,1,2,no,228,1,3,1,2
INT_0280,USR_005,PROB_146,SES_0495,2024-10-30 11:07:37,morning,Wednesday,33,11,6,48,no,kinesthetic,tablet,Statistics,3,70,2,3,yes,214,1,4,1,4
INT_0281,USR_075,PROB_080,SES_0628,2024-08-07 10:34:49,morning,Wednesday,-88,9,12,95,no,kinesthetic,tablet,Ratios,3,295,4,1,yes,580,1,4,1,4
INT_0282,USR_081,PROB_122,SES_0593,2024-08-22 18:03:42,evening,Thursday,-16,12,14,33,yes,visual,mobile,Statistics,4,69,3,1,yes,265,0,4,0,1
INT_0283,USR_076,PROB_190,SES_0155,2024-10-24 14:23:51,afternoon,Thursday,-46,8,8,92,yes,visual,tablet,Geometry,4,297,1,5,yes,358,0,5,1,3
INT_0284,USR_082,PROB_043,SES_0216,2024-10-13 23:53:22,night,Sunday,-77,11,9,44,yes,reading/writing,tablet,Calculus,1,127,2,5,no,121,1,4,1,4
INT_0285,USR_056,PROB_004,SES_0296,2024-09-27 12:43:20,afternoon,Friday,45,11,5,42,no,kinesthetic,tablet,Number Theory,1,285,3,1,yes,225,1,3,1,5
INT_0286,USR_031,PROB_188,SES_0689,2024-10-15 06:33:21,morning,Tuesday,83,11,7,70,no,visual,mobile,Algebra,3,155,1,1,no,432,0,2,0,
INT_0287,USR_012,PROB_015,SES_0962,2024-10-16 21:57:53,night,Wednesday,-35,10,15,45,no,visual,mobile,Number Theory,3,83,2,3,no,234,1,3,0,1
INT_0288,USR_085,PROB_020,SES_0655,2024-09-28 08:49:27,morning,Saturday,87,11,10,62,yes,visual,tablet,Algebra,3,147,2,5,yes,95,1,3,0,1
INT_0289,USR_051,PROB_046,SES_0661,2024-10-02 03:09:34,night,Wednesday,20,7,14,43,no,kinesthetic,mobile,Algebra,3,68,1,3,no,300,0,2,1,
INT_0290,USR_005,PROB_171,SES_0400,2024-09-04 04:44:21,night,Wednesday,10,10,5,95,no,reading/writing,tablet,Trigonometry,1,153,3,3,no,250,1,1,1,4
INT_0291,USR_073,PROB_138,SES_0958,2024-09-15 10:43:19,morning,Sunday,12,6,15,41,no,kinesthetic,mobile,Calculus,3,244,3,3,yes,290,0,2,0,4
INT_0292,USR_081,PROB_177,SES_0368,2024-10-02 02:56:40,night,Wednesday,22,11,8,47,yes,visual,desktop,Number Theory,3,111,2,1,no,446,1,4,1,5
INT_0293,USR_005,PROB_087,SES_0058,2024-09-13 23:02:25,night,Friday,-60,7,15,88,no,auditory,desktop,Number Theory,3,109,4,1,yes,284,1,4,1,
INT_0294,USR_090,PROB_167,SES_0134,2024-08-02 05:40:03,morning,Friday,-12,12,6,88,no,visual,mobile,Geometry,2,177,2,3,yes,185,1,3,1,4
INT_0295,USR_016,PROB_176,SES_0590,2024-10-09 04:20:53,night,Wednesday,-36,12,5,52,yes,visual,tablet,Probability,3,243,2,3,no,246,1,5,0,
INT_0296,USR_081,PROB_157,SES_0386,2024-08-21 00:56:31,night,Wednesday,-70,6,5,52,no,kinesthetic,tablet,Calculus,3,227,1,1,yes,277,1,3,1,5
INT_0297,USR_092,PROB_128,SES_0627,2024-08-12 20:52:50,evening,Monday,-13,8,11,30,no,auditory,mobile,Statistics,3,300,1,2,no,396,1,3,1,4
INT_0298,USR_025,PROB_029,SES_0816,2024-08-20 21:54:58,night,Tuesday,31,9,7,50,no,visual,mobile,Ratios,4,122,1,1,no,271,1,4,0,
INT_0299,USR_069,PROB_046,SES_0162,2024-08-04 15:32:07,afternoon,Sunday,-72,7,12,71,no,kinesthetic,mobile,Geometry,2,133,1,1,no,159,0,4,0,1
INT_0300,USR_056,PROB_038,SES_0222,2024-10-18 14:11:24,afternoon,Friday,5,7,12,54,no,kinesthetic,mobile,Ratios,2,82,1,2,yes,223,0,2,1,2
INT_0301,USR_038,PROB_155,SES_0161,2024-10-21 19:57:10,evening,Monday,57,10,8,41,no,reading/writing,mobile,Number Theory,3,171,3,1,no,213,1,3,1,5
INT_0302,USR_076,PROB_039,SES_0936,2024-10-13 00:26:02,night,Sunday,-80,9,13,34,no,reading/writing,tablet,Geometry,4,165,2,1,no,481,1,4,0,1
INT_0303,USR_012,PROB_005,SES_0492,2024-10-25 09:10:45,morning,Friday,27,12,14,33,no,reading/writing,mobile,Trigonometry,3,97,3,2,no,404,1,5,0,1
INT_0304,USR_005,PROB_076,SES_0437,2024-09-04 22:39:34,night,Wednesday,57,12,8,40,no,kinesthetic,desktop,Algebra,2,181,4,3,no,156,0,2,1,2
INT_0305,USR_072,PROB_181,SES_0069,2024-10-11 22:49:13,night,Friday,-55,8,8,44,no,auditory,desktop,Arithmetic,1,132,2,1,no,254,0,1,0,2
INT_0306,USR_016,PROB_121,SES_0727,2024-10-08 21:52:34,night,Tuesday,-16,9,14,77,no,visual,mobile,Calculus,3,72,1,4,yes,241,1,2,1,4
